title,subtitle,authors,categories,description,published_year,average_rating,num_pages,ratings_count,textual_representation
Seven Spiders Spinning,,Gregory Maguire,Juvenile Fiction,"When seven Siberian snow spiders, frozen during the Ice Age, defrost and escape en route to Harvard for analysis, they wreak havoc on a small New England town, disrupting the school Halloween pageant with hilarious results. An ALA Notable Children's Book. Reissue.",1995.0,4.0,100,259.0,"Title: Seven Spiders Spinning
Subtitle: nan
Authors: Gregory Maguire
Categories: Juvenile Fiction
Description: When seven Siberian snow spiders, frozen during the Ice Age, defrost and escape en route to Harvard for analysis, they wreak havoc on a small New England town, disrupting the school Halloween pageant with hilarious results. An ALA Notable Children's Book. Reissue.
Published Year: 1995.0
Average Rating: 3.61
Num Pages: 144.0
Rating Count: 259.0
"
American Dragons,Twenty-five Asian American Voices,Laurence Yep,Juvenile Fiction,"Includes short stories, poems, and excerpts from plays that relate what it is like growing up Asian American.",1995.0,3.0,200,63.0,"Title: American Dragons
Subtitle: Twenty-five Asian American Voices
Authors: Laurence Yep
Categories: Juvenile Fiction
Description: Includes short stories, poems, and excerpts from plays that relate what it is like growing up Asian American.
Published Year: 1995.0
Average Rating: 3.41
Num Pages: 256.0
Rating Count: 63.0
"
The Midwife's Apprentice (rpkg),,Karen Cushman,Juvenile Fiction,"'Like Cushman's 1995 Newbery Honor Book, Catherine, Called Birdy, this novel is about a strong young woman in medieval England who finds her own way home. This is a world, like Chaucer's, that's . . . dangerous, primitive and raucous. From the first page you're caught by the spirit of the homeless, nameless waif, somewhere around 12 years old. She gets the village midwife to take her in, befriends a cat, names herself Alyce, and learns something about delivering babies. When she fails, she runs away, but she picks herself up again and returns to work and independence.' --ALA Booklist (starred review). '. . .A fascinating view of a far distant time.' -- The Horn Book (starred review)",1996.0,4.0,100,35319.0,"Title: The Midwife's Apprentice (rpkg)
Subtitle: nan
Authors: Karen Cushman
Categories: Juvenile Fiction
Description: 'Like Cushman's 1995 Newbery Honor Book, Catherine, Called Birdy, this novel is about a strong young woman in medieval England who finds her own way home. This is a world, like Chaucer's, that's . . . dangerous, primitive and raucous. From the first page you're caught by the spirit of the homeless, nameless waif, somewhere around 12 years old. She gets the village midwife to take her in, befriends a cat, names herself Alyce, and learns something about delivering babies. When she fails, she runs away, but she picks herself up again and returns to work and independence.' --ALA Booklist (starred review). '. . .A fascinating view of a far distant time.' -- The Horn Book (starred review)
Published Year: 1996.0
Average Rating: 3.72
Num Pages: 128.0
Rating Count: 35319.0
"
Winter on the Farm,,Laura Ingalls Wilder,Juvenile Fiction,"The Little House books tell the story of a little pioneer girl and her family as they traveled by covered wagon across the Midwest. Laura Ingalls Wilder's classic books, illustrated with Garth Williams' timeless artwork, have been cherished by millions of readers ever since they were first published over sixty years ago. This My First Little House Book introduces Almanzo Wilder, the young boy from Farmer Boy who would one day marry Laura Ingalls. In Winter on the Farm, Almanzo goes through his afternoon barn chores, and then sits down to eat a hearty farm supper with his family. In this first book about Almanzo, young readers are able to share in the warmth and joy of another Little House family and celebrate new Little House adventures. Winter on the Farm is the first in an ongoing series about Laura’s beloved farmer boy.",1997.0,4.0,0,400.0,"Title: Winter on the Farm
Subtitle: nan
Authors: Laura Ingalls Wilder
Categories: Juvenile Fiction
Description: The Little House books tell the story of a little pioneer girl and her family as they traveled by covered wagon across the Midwest. Laura Ingalls Wilder's classic books, illustrated with Garth Williams' timeless artwork, have been cherished by millions of readers ever since they were first published over sixty years ago. This My First Little House Book introduces Almanzo Wilder, the young boy from Farmer Boy who would one day marry Laura Ingalls. In Winter on the Farm, Almanzo goes through his afternoon barn chores, and then sits down to eat a hearty farm supper with his family. In this first book about Almanzo, young readers are able to share in the warmth and joy of another Little House family and celebrate new Little House adventures. Winter on the Farm is the first in an ongoing series about Laura’s beloved farmer boy.
Published Year: 1997.0
Average Rating: 4.13
Num Pages: 32.0
Rating Count: 400.0
"
Down to the Bonny Glen,,Melissa Wiley,Juvenile Fiction,"With the arrival of her new governess, Miss Crow, Martha begins to see that her work is quite important and soon realizes she could learn a great deal from her if she only took the time to get to know her. Simultaneous.",2001.0,4.0,300,1438.0,"Title: Down to the Bonny Glen
Subtitle: nan
Authors: Melissa Wiley
Categories: Juvenile Fiction
Description: With the arrival of her new governess, Miss Crow, Martha begins to see that her work is quite important and soon realizes she could learn a great deal from her if she only took the time to get to know her. Simultaneous.
Published Year: 2001.0
Average Rating: 4.14
Num Pages: 321.0
Rating Count: 1438.0
"
Monster,,Walter Dean Myers,Juvenile Fiction,"FADE IN: INTERIOR: Early morning in CELL BLOCK D, MANHATTAN DETENTION CENTER. Steve (Voice-Over) Sometimes I feel like I have walked into the middle of a movie. Maybe I can make my own movie. The film will be the story of my life. No, not my life, but of this experience. I'll call it what the lady prosecutor called me ... Monster.",2001.0,4.0,200,53833.0,"Title: Monster
Subtitle: nan
Authors: Walter Dean Myers
Categories: Juvenile Fiction
Description: FADE IN: INTERIOR: Early morning in CELL BLOCK D, MANHATTAN DETENTION CENTER. Steve (Voice-Over) Sometimes I feel like I have walked into the middle of a movie. Maybe I can make my own movie. The film will be the story of my life. No, not my life, but of this experience. I'll call it what the lady prosecutor called me ... Monster.
Published Year: 2001.0
Average Rating: 3.71
Num Pages: 281.0
Rating Count: 53833.0
"
Emily of Deep Valley,,Maud Hart Lovelace,Juvenile Fiction,"After graduating high school, Emily Webster longs to go off to university with everyone else, but she must stay at home and take care of her grandfather, a Civil War veteran, and it is at home that she discovers many new adventures. Reprint.",2000.0,4.0,300,2637.0,"Title: Emily of Deep Valley
Subtitle: nan
Authors: Maud Hart Lovelace
Categories: Juvenile Fiction
Description: After graduating high school, Emily Webster longs to go off to university with everyone else, but she must stay at home and take care of her grandfather, a Civil War veteran, and it is at home that she discovers many new adventures. Reprint.
Published Year: 2000.0
Average Rating: 4.23
Num Pages: 304.0
Rating Count: 2637.0
"
The Trumpet of the Swan,,E. B. White,Juvenile Fiction,"Swan Song Like the rest of his family, Louis is a trumpeter swan. But unlike his four brothers and sisters, Louis can't trumpet joyfully. In fact, he can't even make a sound. And since he can't trumpet his love, the beautiful swan Serena pays absolutely no attention to him. Louis tries everything he can think of to win Serena's affection -- he even goes to school to learn to read and write. But nothing seems to work. Then his father steals him a real brass trumpet. Is a musical instrument the key to winning Louis his love?",2000.0,4.0,200,61304.0,"Title: The Trumpet of the Swan
Subtitle: nan
Authors: E. B. White
Categories: Juvenile Fiction
Description: Swan Song Like the rest of his family, Louis is a trumpeter swan. But unlike his four brothers and sisters, Louis can't trumpet joyfully. In fact, he can't even make a sound. And since he can't trumpet his love, the beautiful swan Serena pays absolutely no attention to him. Louis tries everything he can think of to win Serena's affection -- he even goes to school to learn to read and write. But nothing seems to work. Then his father steals him a real brass trumpet. Is a musical instrument the key to winning Louis his love?
Published Year: 2000.0
Average Rating: 4.07
Num Pages: 252.0
Rating Count: 61304.0
"
The Good Liar,,Gregory Maguire,Juvenile Fiction,"Now an old man living in the United States, Marcel recalls his childhood in German-occupied France, especially the summer that he and his older brother RenT befriended a young German soldier. Reprint.",2002.0,4.0,100,122.0,"Title: The Good Liar
Subtitle: nan
Authors: Gregory Maguire
Categories: Juvenile Fiction
Description: Now an old man living in the United States, Marcel recalls his childhood in German-occupied France, especially the summer that he and his older brother RenT befriended a young German soldier. Reprint.
Published Year: 2002.0
Average Rating: 3.53
Num Pages: 144.0
Rating Count: 122.0
"
Old Town in the Green Groves,Laura Ingalls Wilder's Lost Little House Years,Cynthia Rylant;Jim LaMarche,Juvenile Fiction,"After grasshoppers ruin the crops, eight-year-old Laura Ingalls and her family leave Plum Creek and move to Burr Oak, Iowa, where they experience life in a small town and help manage a hotel. Reprint.",2004.0,4.0,100,4631.0,"Title: Old Town in the Green Groves
Subtitle: Laura Ingalls Wilder's Lost Little House Years
Authors: Cynthia Rylant;Jim LaMarche
Categories: Juvenile Fiction
Description: After grasshoppers ruin the crops, eight-year-old Laura Ingalls and her family leave Plum Creek and move to Burr Oak, Iowa, where they experience life in a small town and help manage a hotel. Reprint.
Published Year: 2004.0
Average Rating: 4.04
Num Pages: 176.0
Rating Count: 4631.0
"
Howl's Moving Castle,,Diana Wynne Jones,Juvenile Fiction,"In the land of Ingary, such things as spells, invisible cloaks, and seven-league boots were everyday things. The Witch of the Waste was another matter. After fifty years of quiet, it was rumored that the Witch was about to terrorize the country again. So when a moving black castle, blowing dark smoke from its four thin turrets, appeared on the horizon, everyone thought it was the Witch. The castle, however, belonged to Wizard Howl, who, it was said, liked to suck the souls of young girls. The Hatter sisters--Sophie, Lettie, and Martha--and all the other girls were warned not to venture into the streets alone. But that was only the beginning. In this giant jigsaw puzzle of a fantasy, people and things are never quite what they seem. Destinies are intertwined, identities exchanged, lovers confused. The Witch has placed a spell on Howl. Does the clue to breaking it lie in a famous poem? And what will happen to Sophie Hatter when she enters Howl's castle? Diana Wynne Jones's entrancing fantasy is filled with surprises at every turn, but when the final stormy duel between the Witch and the Wizard is finished, all the pieces fall magically into place.",2001.0,4.0,300,148957.0,"Title: Howl's Moving Castle
Subtitle: nan
Authors: Diana Wynne Jones
Categories: Juvenile Fiction
Description: In the land of Ingary, such things as spells, invisible cloaks, and seven-league boots were everyday things. The Witch of the Waste was another matter. After fifty years of quiet, it was rumored that the Witch was about to terrorize the country again. So when a moving black castle, blowing dark smoke from its four thin turrets, appeared on the horizon, everyone thought it was the Witch. The castle, however, belonged to Wizard Howl, who, it was said, liked to suck the souls of young girls. The Hatter sisters--Sophie, Lettie, and Martha--and all the other girls were warned not to venture into the streets alone. But that was only the beginning. In this giant jigsaw puzzle of a fantasy, people and things are never quite what they seem. Destinies are intertwined, identities exchanged, lovers confused. The Witch has placed a spell on Howl. Does the clue to breaking it lie in a famous poem? And what will happen to Sophie Hatter when she enters Howl's castle? Diana Wynne Jones's entrancing fantasy is filled with surprises at every turn, but when the final stormy duel between the Witch and the Wizard is finished, all the pieces fall magically into place.
Published Year: 2001.0
Average Rating: 4.3
Num Pages: 329.0
Rating Count: 148957.0
"
Four Stupid Cupids,,Gregory Maguire,Juvenile Fiction,The students' scheme to find a love match for their beloved teacher on Valentine's Day turns into a comedy of errors when four stupid cupids from Ancient Greece try to help.,2001.0,4.0,200,110.0,"Title: Four Stupid Cupids
Subtitle: nan
Authors: Gregory Maguire
Categories: Juvenile Fiction
Description: The students' scheme to find a love match for their beloved teacher on Valentine's Day turns into a comedy of errors when four stupid cupids from Ancient Greece try to help.
Published Year: 2001.0
Average Rating: 3.52
Num Pages: 224.0
Rating Count: 110.0
"
Charlotte's Web (full color),,E. B. White,Juvenile Fiction,"Beloved by generations, Charlotte's Web and Stuart Little are two of the most cherished stories of all time. Now, for the first time ever, these treasured classics are available in lavish new collectors' editions. In addition to a larger trim size, the original black-and-white art by Garth Williams has been lovingly colorized by renowned illustrator Rosemary Wells, adding another dimension to these two perfect books for young and old alike.",2001.0,4.0,100,1229902.0,"Title: Charlotte's Web (full color)
Subtitle: nan
Authors: E. B. White
Categories: Juvenile Fiction
Description: Beloved by generations, Charlotte's Web and Stuart Little are two of the most cherished stories of all time. Now, for the first time ever, these treasured classics are available in lavish new collectors' editions. In addition to a larger trim size, the original black-and-white art by Garth Williams has been lovingly colorized by renowned illustrator Rosemary Wells, adding another dimension to these two perfect books for young and old alike.
Published Year: 2001.0
Average Rating: 4.16
Num Pages: 184.0
Rating Count: 1229902.0
"
Little House Friends,,Heather Henson;Laura Ingalls Wilder,Juvenile Fiction,Laura Ingalls shares adventures and good times with her friends while growing up on the western frontier.,1998.0,4.0,0,70.0,"Title: Little House Friends
Subtitle: nan
Authors: Heather Henson;Laura Ingalls Wilder
Categories: Juvenile Fiction
Description: Laura Ingalls shares adventures and good times with her friends while growing up on the western frontier.
Published Year: 1998.0
Average Rating: 3.99
Num Pages: 80.0
Rating Count: 70.0
"
Christmas Stories,,Laura Ingalls Wilder,Juvenile Fiction,"Gentle adaptations of Laura Ingalls Wilder's celebrated Little House stories have been gathered together here in two new titles in our Little House Chapter Book series. In Christmas Stories, join Laura and her family for some pioneer Christmas celebrations. Christmas on the frontier means visits from friends, good things to eat, and presents! For Laura, every Christmas in the little house is better than the one before. Laura and her friends share wonderful adventures in Little House Friends. From racing ponies with cousin Lena to bobsled rides with Cap Garland and the gang, Laura loves spending time with her friends. Even mean old Nellie Oleson can't spoil Laura's fun!With simple text, entertaining stories, and Renee Graef's beautiful black-and-white artwork, Little House Chapter Books are the perfect way to introduce beginning chapter-book readers to the world of Little House.",1998.0,4.0,0,63.0,"Title: Christmas Stories
Subtitle: nan
Authors: Laura Ingalls Wilder
Categories: Juvenile Fiction
Description: Gentle adaptations of Laura Ingalls Wilder's celebrated Little House stories have been gathered together here in two new titles in our Little House Chapter Book series. In Christmas Stories, join Laura and her family for some pioneer Christmas celebrations. Christmas on the frontier means visits from friends, good things to eat, and presents! For Laura, every Christmas in the little house is better than the one before. Laura and her friends share wonderful adventures in Little House Friends. From racing ponies with cousin Lena to bobsled rides with Cap Garland and the gang, Laura loves spending time with her friends. Even mean old Nellie Oleson can't spoil Laura's fun!With simple text, entertaining stories, and Renee Graef's beautiful black-and-white artwork, Little House Chapter Books are the perfect way to introduce beginning chapter-book readers to the world of Little House.
Published Year: 1998.0
Average Rating: 4.22
Num Pages: 80.0
Rating Count: 63.0
"
Winter Days in the Big Woods,,Laura Ingalls Wilder,Juvenile Fiction,"Laura helps Ma and Pa make the little log cabin snug and cozy for the snowy days ahead. 1994 ""Pick of the Lists"" (ABA)",1995.0,4.0,0,1487.0,"Title: Winter Days in the Big Woods
Subtitle: nan
Authors: Laura Ingalls Wilder
Categories: Juvenile Fiction
Description: Laura helps Ma and Pa make the little log cabin snug and cozy for the snowy days ahead. 1994 ""Pick of the Lists"" (ABA)
Published Year: 1995.0
Average Rating: 4.28
Num Pages: 32.0
Rating Count: 1487.0
"
Christmas in the Big Woods,,Laura Ingalls Wilder,Juvenile Fiction,"Long ago, a little girl named Laura Ingalls lived in a little house in the Big Woods of Wisconsin with her Pa, her Ma, her sisters, Mary and Carrie, and their good old bulldog, Jack. Winter was just around the corner, and Laura worked hard to help make the little house ready for the cold days ahead. Soon there was frost on the windows and snow on the ground, but Laura and her folks were warm and cozy in their snug little house in the Big Woods. Laura Ingalls Wilder's Little House books have been cherished by generations of readers. Now for the first time, the youngest readers can share her adventures in these very special picture books adapted from Laura Ingalls Wilder's beloved storybooks. Renée Graef's warm paintings, inspired by Garth Williams' classic Little House illustrations, bring Laura and her family lovingly to life.",1997.0,4.0,0,2062.0,"Title: Christmas in the Big Woods
Subtitle: nan
Authors: Laura Ingalls Wilder
Categories: Juvenile Fiction
Description: Long ago, a little girl named Laura Ingalls lived in a little house in the Big Woods of Wisconsin with her Pa, her Ma, her sisters, Mary and Carrie, and their good old bulldog, Jack. Winter was just around the corner, and Laura worked hard to help make the little house ready for the cold days ahead. Soon there was frost on the windows and snow on the ground, but Laura and her folks were warm and cozy in their snug little house in the Big Woods. Laura Ingalls Wilder's Little House books have been cherished by generations of readers. Now for the first time, the youngest readers can share her adventures in these very special picture books adapted from Laura Ingalls Wilder's beloved storybooks. Renée Graef's warm paintings, inspired by Garth Williams' classic Little House illustrations, bring Laura and her family lovingly to life.
Published Year: 1997.0
Average Rating: 4.19
Num Pages: 32.0
Rating Count: 2062.0
"
A Little House Birthday,,Laura Ingalls Wilder,Juvenile Fiction,"Join the Ingalls family as they celebrate little Laura’s fifth birthday in the Big Woods of Wisconsin. There are special presents from everyone, and that night Laura falls asleep to the merry music of Pa’s fiddle. Renée Graef’s enchanting full-color illustrations, inspired by Garth Williams’s classic artwork, bring Laura and her family lovingly to life in our tenth My First Little House Book, adapted from Laura Ingalls Wilder’s beloved storybooks. It’s a Little House birthday to remember!",1998.0,4.0,0,444.0,"Title: A Little House Birthday
Subtitle: nan
Authors: Laura Ingalls Wilder
Categories: Juvenile Fiction
Description: Join the Ingalls family as they celebrate little Laura’s fifth birthday in the Big Woods of Wisconsin. There are special presents from everyone, and that night Laura falls asleep to the merry music of Pa’s fiddle. Renée Graef’s enchanting full-color illustrations, inspired by Garth Williams’s classic artwork, bring Laura and her family lovingly to life in our tenth My First Little House Book, adapted from Laura Ingalls Wilder’s beloved storybooks. It’s a Little House birthday to remember!
Published Year: 1998.0
Average Rating: 4.13
Num Pages: 40.0
Rating Count: 444.0
"
The Deer in the Wood,,Laura Ingalls Wilder,Juvenile Fiction,"Even the youngest child can enjoy a special adaptation of a classic Little House tale, as Laura and Mary listen to Pa talk about meeting a mother deer and her baby fawn deep in the Big Woods of Wisconsin.",1999.0,4.0,0,302.0,"Title: The Deer in the Wood
Subtitle: nan
Authors: Laura Ingalls Wilder
Categories: Juvenile Fiction
Description: Even the youngest child can enjoy a special adaptation of a classic Little House tale, as Laura and Mary listen to Pa talk about meeting a mother deer and her baby fawn deep in the Big Woods of Wisconsin.
Published Year: 1999.0
Average Rating: 4.17
Num Pages: 32.0
Rating Count: 302.0
"
A Little Prairie House,,Laura Ingalls Wilder,Juvenile Fiction,"Long, long ago, a little girl named Laura Ingalls headed west toward the prairie with her Pa, her Ma, her sisters, Mary and Carrie, and their good old bulldog, Jack. They traveled far each day in their covered wagon, driving through tall grass until they found just the right spot for their new home. With the help of their kind neighbor, Mr. Edwards, Pa built a snug little house for the family in the middle of the wide-open prairie. Laura Ingalls Wilder's Little House books have been cherished by generations of readers. Now for the first time, the youngest readers can share her adventure in these very special picture books adapted from Laura Ingalls Wilder's beloved story-books. Renee Graef's warm paintings, inspired by Garth Williams' classic Little House illustrations, bring Laura and her family lovingly to life. Renée Graef recieved her bachelor's degree in art from the University of Wisconsin at Madison. She is the illustrator of teh paper dolls and the Kirsten books in the American Girls Collection. She is also an avid hat collector, with over 150 hats at last count. She lives in Milwaukee, Wisconsin, with her huisband, Tim, and thier children, Maggie and Maxfeild.Join the Ingalls family as they pick a special spot on the prairie and build their snug log cabin home. Their new neighbor, Mr. Edwards, comes by to help, and after the hard work is through, everyone sings and dances to the joyful music of Pa's fiddle. Renee Graef's enchanting full-color illustrations, inspired by Garth William's classic artwork, bring Laura and her family lovingly to life in this eleventh title in the My First Little House Books series, adapted from Laura Ingalls Wilder's beloved storybooks.",1999.0,4.0,0,1533.0,"Title: A Little Prairie House
Subtitle: nan
Authors: Laura Ingalls Wilder
Categories: Juvenile Fiction
Description: Long, long ago, a little girl named Laura Ingalls headed west toward the prairie with her Pa, her Ma, her sisters, Mary and Carrie, and their good old bulldog, Jack. They traveled far each day in their covered wagon, driving through tall grass until they found just the right spot for their new home. With the help of their kind neighbor, Mr. Edwards, Pa built a snug little house for the family in the middle of the wide-open prairie. Laura Ingalls Wilder's Little House books have been cherished by generations of readers. Now for the first time, the youngest readers can share her adventure in these very special picture books adapted from Laura Ingalls Wilder's beloved story-books. Renee Graef's warm paintings, inspired by Garth Williams' classic Little House illustrations, bring Laura and her family lovingly to life. Renée Graef recieved her bachelor's degree in art from the University of Wisconsin at Madison. She is the illustrator of teh paper dolls and the Kirsten books in the American Girls Collection. She is also an avid hat collector, with over 150 hats at last count. She lives in Milwaukee, Wisconsin, with her huisband, Tim, and thier children, Maggie and Maxfeild.Join the Ingalls family as they pick a special spot on the prairie and build their snug log cabin home. Their new neighbor, Mr. Edwards, comes by to help, and after the hard work is through, everyone sings and dances to the joyful music of Pa's fiddle. Renee Graef's enchanting full-color illustrations, inspired by Garth William's classic artwork, bring Laura and her family lovingly to life in this eleventh title in the My First Little House Books series, adapted from Laura Ingalls Wilder's beloved storybooks.
Published Year: 1999.0
Average Rating: 4.19
Num Pages: 32.0
Rating Count: 1533.0
"
Grizzwold,,Syd Hoff,Juvenile Fiction,"Grizzwold the lovable bear is having a tough time finding somewhere to live. He's too big for most places, and too clumsy for others. He's not even any good as a live bearskin rug! Will Grizzwold ever find a home that's just right?",1984.0,4.0,0,206.0,"Title: Grizzwold
Subtitle: nan
Authors: Syd Hoff
Categories: Juvenile Fiction
Description: Grizzwold the lovable bear is having a tough time finding somewhere to live. He's too big for most places, and too clumsy for others. He's not even any good as a live bearskin rug! Will Grizzwold ever find a home that's just right?
Published Year: 1984.0
Average Rating: 3.8
Num Pages: 64.0
Rating Count: 206.0
"
Chester,,Syd Hoff,Juvenile Fiction,"Chester, a wild horse who wants to be tame, comes to the city looking for a home. ‘Reading for fun: the artist’s sense of pacing makes this book race along.’ —Saturday Review.",1986.0,4.0,0,187.0,"Title: Chester
Subtitle: nan
Authors: Syd Hoff
Categories: Juvenile Fiction
Description: Chester, a wild horse who wants to be tame, comes to the city looking for a home. ‘Reading for fun: the artist’s sense of pacing makes this book race along.’ —Saturday Review.
Published Year: 1986.0
Average Rating: 3.75
Num Pages: 64.0
Rating Count: 187.0
"
Captain Cat,,Syd Hoff,Juvenile Fiction,"A patriotic feline, Captain Cat springs out of bed whenever the bugle sounds and he has more stripes than any of the soldiers. But most of all, this young recruit and his best friend Pete know what it really takes to make the army a home—friendship. ‘Hoff continues his string of hits.’ —BL. ‘Hoff has maintained his deft touch with a title that’s sure to appeal to youngsters.’ —SLJ.",1994.0,4.0,0,107.0,"Title: Captain Cat
Subtitle: nan
Authors: Syd Hoff
Categories: Juvenile Fiction
Description: A patriotic feline, Captain Cat springs out of bed whenever the bugle sounds and he has more stripes than any of the soldiers. But most of all, this young recruit and his best friend Pete know what it really takes to make the army a home—friendship. ‘Hoff continues his string of hits.’ —BL. ‘Hoff has maintained his deft touch with a title that’s sure to appeal to youngsters.’ —SLJ.
Published Year: 1994.0
Average Rating: 3.66
Num Pages: 48.0
Rating Count: 107.0
"
My Little House Crafts Book,18 Projects from Laura Ingalls Wilder's,Carolyn Strom Collins,Juvenile Nonfiction,"Make the same pioneer crafts that Laura did! In her beloved Little House books, Laura Ingalls Wilder tells of her pioneer childhood growing up on the frontier. Because the Ingallses often lived far away from any stores, and because they had little money, Laura and her family had to make most of their own household items, using whatever materials were available. Now, with MY LITTLE HOUSE CRAFTS BOOK, you can share a part of Laura's pioneer days by learning how to make the same things that she and her family made for their little homes on the frontier. Inside this book are easy, step-by-step instructions for 18 crafts taken straight from the pages of Laura's Little House books. All you need to get started are a few simple supplies, and you're on your way to making fun and useful pioneer crafts that you'll cherish forever.",1998.0,4.0,0,56.0,"Title: My Little House Crafts Book
Subtitle: 18 Projects from Laura Ingalls Wilder's
Authors: Carolyn Strom Collins
Categories: Juvenile Nonfiction
Description: Make the same pioneer crafts that Laura did! In her beloved Little House books, Laura Ingalls Wilder tells of her pioneer childhood growing up on the frontier. Because the Ingallses often lived far away from any stores, and because they had little money, Laura and her family had to make most of their own household items, using whatever materials were available. Now, with MY LITTLE HOUSE CRAFTS BOOK, you can share a part of Laura's pioneer days by learning how to make the same things that she and her family made for their little homes on the frontier. Inside this book are easy, step-by-step instructions for 18 crafts taken straight from the pages of Laura's Little House books. All you need to get started are a few simple supplies, and you're on your way to making fun and useful pioneer crafts that you'll cherish forever.
Published Year: 1998.0
Average Rating: 4.05
Num Pages: 64.0
Rating Count: 56.0
"
Pioneer Girl,The Story of Laura Ingalls Wilder,William Anderson,Juvenile Nonfiction,"The pioneer spirit lives on... Readers around the world know and love Laura, the little girl born in the Big Woods of Wisconsin and raised in covered wagons and on wide open prairies. Now Little House fans can learn more about ""Half-pint"" in this, the first picture book biography book of Laura Ingalls Wilder. With a simple, glowing text by noted historian and Little House scholar William Anderson, and glorious paintings by Dan Andreasen, Pioneer Girl is a very special portrait of a writer whose classic books and poineer adventures have made her one of the most popular literary figures in America. This picture-book biography of Laura Ingalls Wilder tells the remarkable story of the pioneer girl who would one day immortalize her adventures in the beloved Little House books. Written in simple, glowing text by noted Little House scholar William Anderson, and illustrated with glorious paintings by artist Dan Andreasen, this wonderful first biography captures the very essence of the little girl called ‘Half-pint,' whose classic books and pioneer adventures have made her one of the most popular literary figures in America. This picture-book biography of Laura Ingalls Wilder tells the remarkable story of the pioneer girl who would one day immortalize her adventures in the beloved Little House books. Written in simple, glowing text by noted Little House scholar William Anderson, and illustrated with glorious paintings by artist Dan Andreasen, this wonderful first biography captures the very essence of the little girl called ‘Half-pint,’ whose classic books and pioneer adventures have made her one of the most popular literary figures in America.",2000.0,4.0,0,414.0,"Title: Pioneer Girl
Subtitle: The Story of Laura Ingalls Wilder
Authors: William Anderson
Categories: Juvenile Nonfiction
Description: The pioneer spirit lives on... Readers around the world know and love Laura, the little girl born in the Big Woods of Wisconsin and raised in covered wagons and on wide open prairies. Now Little House fans can learn more about ""Half-pint"" in this, the first picture book biography book of Laura Ingalls Wilder. With a simple, glowing text by noted historian and Little House scholar William Anderson, and glorious paintings by Dan Andreasen, Pioneer Girl is a very special portrait of a writer whose classic books and poineer adventures have made her one of the most popular literary figures in America. This picture-book biography of Laura Ingalls Wilder tells the remarkable story of the pioneer girl who would one day immortalize her adventures in the beloved Little House books. Written in simple, glowing text by noted Little House scholar William Anderson, and illustrated with glorious paintings by artist Dan Andreasen, this wonderful first biography captures the very essence of the little girl called ‘Half-pint,' whose classic books and pioneer adventures have made her one of the most popular literary figures in America. This picture-book biography of Laura Ingalls Wilder tells the remarkable story of the pioneer girl who would one day immortalize her adventures in the beloved Little House books. Written in simple, glowing text by noted Little House scholar William Anderson, and illustrated with glorious paintings by artist Dan Andreasen, this wonderful first biography captures the very essence of the little girl called ‘Half-pint,’ whose classic books and pioneer adventures have made her one of the most popular literary figures in America.
Published Year: 2000.0
Average Rating: 4.15
Num Pages: 32.0
Rating Count: 414.0
"
Shade's Children (rack),,Garth Nix,Juvenile Fiction,"The Key to Survival Rests in the Hands of Shade's Children In a futuristic urban wasteland, evil Overlords have decreed that no child shall live a day past his fourteenth birthday. On that Sad Birthday, the child is the object of an obscene harvest resulting in the construction of a machinelike creature whose sole purpose is to kill. The mysterious Shade -- once a man, but now more like the machines he fights -- recruits the few children fortunate enough to escape. With luck, cunning, and skill, four of Shade's children come closer than any to discovering the source of the Overlords' power -- and the key to their downfall. But the closer the children get, the more ruthless Shade seems to become ...",1998.0,4.0,300,10368.0,"Title: Shade's Children (rack)
Subtitle: nan
Authors: Garth Nix
Categories: Juvenile Fiction
Description: The Key to Survival Rests in the Hands of Shade's Children In a futuristic urban wasteland, evil Overlords have decreed that no child shall live a day past his fourteenth birthday. On that Sad Birthday, the child is the object of an obscene harvest resulting in the construction of a machinelike creature whose sole purpose is to kill. The mysterious Shade -- once a man, but now more like the machines he fights -- recruits the few children fortunate enough to escape. With luck, cunning, and skill, four of Shade's children come closer than any to discovering the source of the Overlords' power -- and the key to their downfall. But the closer the children get, the more ruthless Shade seems to become ...
Published Year: 1998.0
Average Rating: 3.9
Num Pages: 345.0
Rating Count: 10368.0
"
